title,location,area,size,rooms,sqm_m2,price_VND,price_num,len(price),price_normalized,price_usd,trieu_met_vuong,usd_per_sqm,province,country
Căn hộ CityGate 1 full nội thất lầu thấp,District 8,70 m² - 2 PN,70 m²,2 PN,70,"2,35 tỷ",2.35,4,2350,"$103,070",33.57,$1.47,thanh pho ho chi minh,vietnam
"Bán nhà chung cư TẦNG 1 đẹp, vào ở ngay. P4, Q8",District 8,70 m² - 2 PN,70 m²,2 PN,70,"2,35 tỷ",2.35,4,2350,"$103,070",33.57,$1.47,thanh pho ho chi minh,vietnam
Chung cư Central Premium 70m² 2 PN,District 8,70 m² - 2 PN,70 m²,2 PN,70,"3,6 tỷ",3.6,3,3600,"$157,895",51.43,$2.26,thanh pho ho chi minh,vietnam
Bán căn hộ Thương Mại Căn Hộ Green River District 8,District 8,71 m² - 2 PN,71 m²,2 PN,71,"2,6 tỷ",2.6,3,2600,"$114,035",36.62,$1.61,thanh pho ho chi minh,vietnam
Chung cư Trương Đình Hội,District 8,72 m² - 2 PN,72 m²,2 PN,72,"1,6 tỷ",1.6,3,1600,"$70,175",22.22,$0.97,thanh pho ho chi minh,vietnam
"Bán căn hộ 2PN 72m2 chung cư Green River P6, Q8",District 8,72 m² - 2 PN,72 m²,2 PN,72,"1,9 tỷ",1.9,3,1900,"$83,333",26.39,$1.16,thanh pho ho chi minh,vietnam
"City Gate 2-District 8 giá 1,950 tỷ, 2 tháng nhận nhà.",District 8,72 m² - 2 PN,72 m²,2 PN,72,"1,95 tỷ",1.95,4,1950,"$85,526",27.08,$1.19,thanh pho ho chi minh,vietnam
Căn hộ Diamond Riverside - City Gate 2 và Gate 3,District 8,72 m² - 2 PN,72 m²,2 PN,72,"1,97 tỷ",1.97,4,1970,"$86,404",27.36,$1.20,thanh pho ho chi minh,vietnam
Bán kế bên chung cư Him lam  em chính chủ gủi bán,District 8,72 m² - 2 PN,72 m²,2 PN,72,"2,3 tỷ",2.3,3,2300,"$100,877",31.94,$1.40,thanh pho ho chi minh,vietnam
Cần tiền bán gấp CC District 8 2PN 2WC,District 8,72 m² - 2 PN,72 m²,2 PN,72,"2,05 tỷ",2.5,3,2500,"$109,649",34.72,$1.52,thanh pho ho chi minh,vietnam
"Central premium, 2PN từ 3,3 tỷ, Nhận nhà ở ngay",District 8,72 m² - 2 PN,72 m²,2 PN,72,"3,3 tỷ",3.3,3,3300,"$144,737",45.83,$2.01,thanh pho ho chi minh,vietnam
Conic Riverside 72m² 2PN + 2WC District 8 Giá TỐt,District 8,73 m² - 2 PN,73 m²,2 PN,73,"1,96 tỷ",1.96,4,1960,"$85,965",26.85,$1.18,thanh pho ho chi minh,vietnam
CẦN BÁN CĂN HỘ CAO CẤP CITY GATE TOWERS,District 8,73 m² - 2 PN,73 m²,2 PN,73,2 tỷ,2,2,2000,"$87,719",27.4,$1.20,thanh pho ho chi minh,vietnam
"Bán căn hộ CC City Gate P16,Q8 - Căn góc",District 8,73 m² - 2 PN,73 m²,2 PN,73,"2,35 tỷ",2.35,4,2350,"$103,070",32.19,$1.41,thanh pho ho chi minh,vietnam
Cần bán căn Block B Dragon 1- Topaz Elite q8-hcm,District 8,73 m² - 2 PN,73 m²,2 PN,73,"2,8 tỷ",2.8,3,2800,"$122,807",38.36,$1.68,thanh pho ho chi minh,vietnam
Chung cư Central Premium 73m² 2PN view hồ bơi,District 8,73 m² - 2 PN,73 m²,2 PN,73,"3,25 tỷ",3.25,4,3250,"$142,544",44.52,$1.95,thanh pho ho chi minh,vietnam
"Bán căn hộ Central Premium 73m2 giá rẻ 3,3tỷ",District 8,73 m² - 2 PN,73 m²,2 PN,73,"3,3 tỷ",3.3,3,3300,"$144,737",45.21,$1.98,thanh pho ho chi minh,vietnam
Căn Hộ Hoa Hậu tại The Pegasuite với TK 2 ban công,District 8,75 m² - 2 PN,75 m²,2 PN,75,"3,1 tỷ",3.1,3,3100,"$135,965",41.33,$1.81,thanh pho ho chi minh,vietnam
Cần bán chung cư District 8 76m² 2 PN 2toilet,District 8,76 m² - 2 PN,76 m²,2 PN,76,"3,1 tỷ",3.1,3,3100,"$135,965",40.79,$1.79,thanh pho ho chi minh,vietnam
"Giỏ Căn Hộ Topaz Elite, Dragon 1, 2-3PN, Chính Chủ",District 8,78 m² - 2 PN,78 m²,2 PN,78,"2,128 tỷ",2.128,5,2128,"$93,333",27.28,$1.20,thanh pho ho chi minh,vietnam
Chính chủ bán căn Topaz Elite 78m2 nhà mới nhận,District 8,78.88 m² - 2 PN,78.88 m²,2 PN,79,"2,479 tỷ",2.479,5,2479,"$108,728",31.43,$1.38,thanh pho ho chi minh,vietnam
Bán gấp 2PN Topaz Elite view hồ bơi 2.696 tỷ TL,District 8,79 m² - 2 PN,79 m²,2 PN,79,"2,696 tỷ",2.696,5,2696,"$118,246",34.13,$1.50,thanh pho ho chi minh,vietnam
Chung cư Diamond Lotus Riverside 79m² 2PN Nhà mới,District 8,79 m² - 2 PN,79 m²,2 PN,79,"3,55 tỷ",3.55,4,3550,"$155,702",44.94,$1.97,thanh pho ho chi minh,vietnam
CẦN BÁN CĂN HỘ TOPAZ ELITE VỪA MỚI NHẬN NHÀ,District 8,79.25 m² - 2 PN,79.25 m²,2 PN,79,"2,696 tỷ",2.696,5,2696,"$118,246",34.02,$1.49,thanh pho ho chi minh,vietnam
Căn hộ Him Lam Nam Khánh 80m² 2PN CÓ SỔ HỒNG,District 8,80 m² - 2 PN,80 m²,2 PN,80,"2,5 tỷ",2.5,3,2500,"$109,649",31.25,$1.37,thanh pho ho chi minh,vietnam
Giỏ hàng Căn hộ Him Lam Nam Khánh 2.6 tỷ Gía tốt,District 8,83 m² - 2 PN,83 m²,2 PN,83,"2,6 tỷ",2.6,3,2600,"$114,035",31.33,$1.37,thanh pho ho chi minh,vietnam
Chung cư The PegaSuite 2 PN - Hỗ trợ vay,District 8,92 m² - 2 PN,92 m²,2 PN,92,"3,35 tỷ",3.35,4,3350,"$146,930",36.41,$1.60,thanh pho ho chi minh,vietnam
Shophouse vị trí đẹp tại Diamond Riverside Q.8,District 8,165 m² - 2 PN,165 m²,2 PN,165,"7,5 tỷ",7.5,3,7500,"$328,947",45.45,$1.99,thanh pho ho chi minh,vietnam
"Chung cư Dreamhome Palace Q8 75m2 3PN, tầng trung",District 8,75 m² - 3 PN,75 m²,3 PN,75,"1,9 tỷ",1.9,3,1900,"$83,333",25.33,$1.11,thanh pho ho chi minh,vietnam
Chung cư Q.8 3PN 2WC 75m2 giá rẻ,District 8,75 m² - 3 PN,75 m²,3 PN,75,"1,97 tỷ",1.97,4,1970,"$86,404",26.27,$1.15,thanh pho ho chi minh,vietnam
Chung cư Dreamhome Palace District 8 75.70m² 3PN,District 8,75.7 m² - 3 PN,75.7 m²,3 PN,76,"1,9 tỷ",1.9,3,1900,"$83,333",25.1,$1.10,thanh pho ho chi minh,vietnam
Căn Hộ Góc Dreamhome Palace 78.91m² 3PN,District 8,78.91 m² - 3 PN,78.91 m²,3 PN,79,"2,136 tỷ",2.136,5,2136,"$93,684",27.07,$1.19,thanh pho ho chi minh,vietnam
"Chung cư Dream Home Palace 80m² 3PN, view hồ bơi",District 8,80 m² - 3 PN,80 m²,3 PN,80,"2,09 tỷ",2.9,3,2900,"$127,193",36.25,$1.59,thanh pho ho chi minh,vietnam
"Bán gấp căn 80,43m2, chỉ 26 triệu/m2",District 8,80.43 m² - 3 PN,80.43 m²,3 PN,80,2 tỷ,2,2,2000,"$87,719",24.87,$1.09,thanh pho ho chi minh,vietnam
Chung cư DreamHome Palace 80.43m2 3PN view hồ bơi,District 8,80.43 m² - 3 PN,80.43 m²,3 PN,80,2 tỷ,2,2,2000,"$87,719",24.87,$1.09,thanh pho ho chi minh,vietnam
Sang nhượng căn 80.43m2 3pn giá tốt,District 8,80.43 m² - 3 PN,80.43 m²,3 PN,80,"2,09 tỷ",2.9,3,2900,"$127,193",36.06,$1.58,thanh pho ho chi minh,vietnam
Chung cư DreamHome Palace 80.43m2 3PN giá tốt.,District 8,80.43 m² - 3 PN,80.43 m²,3 PN,80,"2,09 tỷ",2.9,3,2900,"$127,193",36.06,$1.58,thanh pho ho chi minh,vietnam
Bán lỗ  căn 3 phòng ngủ 80m2 Dreamhome palace Q8,District 8,81 m² - 3 PN,81 m²,3 PN,81,"1,98 tỷ",1.98,4,1980,"$86,842",24.44,$1.07,thanh pho ho chi minh,vietnam
DIAMOND RIVERSIDE MỚI CAO CẤP 3 PN 2.850 Tỷ,District 8,84 m² - 3 PN,84 m²,3 PN,84,"2,85 tỷ",2.85,4,2850,"$125,000",33.93,$1.49,thanh pho ho chi minh,vietnam
Chung cư Central q8 3PN giá TỐT trực tiếp từ CĐT,District 8,84.4 m² - 3 PN,84.4 m²,3 PN,84,"4,415642 tỷ",4.415,5,4415,"$193,640",52.31,$2.29,thanh pho ho chi minh,vietnam
"3PN 85m2 Dragon 1A Chưa bàn giao, Giá Tốt sang Gấp",District 8,85 m² - 3 PN,85 m²,3 PN,85,"2,152 tỷ",2.152,5,2152,"$94,386",25.32,$1.11,thanh pho ho chi minh,vietnam
"Bán căn hộ chung cư Topaz Elite 3PN P4, Q8",District 8,85 m² - 3 PN,85 m²,3 PN,85,3 tỷ,3,2,3000,"$131,579",35.29,$1.55,thanh pho ho chi minh,vietnam
"Chính Chủ Bán CH Topaz, Dragon, 2-3pn, Chênh Thấp",District 8,85.62 m² - 3 PN,85.62 m²,3 PN,86,"2,248 tỷ",2.248,5,2248,"$98,596",26.26,$1.15,thanh pho ho chi minh,vietnam
Chính chủ cần bán gấp cc City Gate 2 mùa dịch,District 8,86 m² - 3 PN,86 m²,3 PN,86,"2,95 tỷ",2.95,4,2950,"$129,386",34.3,$1.50,thanh pho ho chi minh,vietnam
Tôi chính chủ cần bán lại căn hộ 3PN city gate 2,District 8,86 m² - 3 PN,86 m²,3 PN,86,3 tỷ,3,2,3000,"$131,579",34.88,$1.53,thanh pho ho chi minh,vietnam
Căn Hộ 7 Tầng TTTM Central Premium 87m² 3PN 2WWC,District 8,87 m² - 3 PN,87 m²,3 PN,87,"4,3 tỷ",4.3,3,4300,"$188,596",49.43,$2.17,thanh pho ho chi minh,vietnam
Central Premium 88m² 3PN Tầng 25 View ĐN căn gốc ở,District 8,88 m² - 3 PN,88 m²,3 PN,88,"4,3 tỷ",4.3,3,4300,"$188,596",48.86,$2.14,thanh pho ho chi minh,vietnam
cần bán căn hộ tara residence trung tâm q8 28tr/m2,District 8,90 m² - 3 PN,90 m²,3 PN,90,"2,65 tỷ",2.65,4,2650,"$116,228",29.44,$1.29,thanh pho ho chi minh,vietnam
"Topaz Mùa dịch, Bán Gấp Giá Cực tốt. Đã nhận nhà",District 8,92 m² - 3 PN,92 m²,3 PN,92,"2,58 tỷ",2.58,4,2580,"$113,158",28.04,$1.23,thanh pho ho chi minh,vietnam
"Căn Hộ Góc 92m2 3PN Giá chỉ 2,58 tỷ Chủ Kẹt Tiền",District 8,92 m² - 3 PN,92 m²,3 PN,92,"2,58 tỷ",2.58,4,2580,"$113,158",28.04,$1.23,thanh pho ho chi minh,vietnam
"Kẹt tiền ra gấp căn Topaz City 92m2 giá rẻ 2,58 tỷ",District 8,92 m² - 3 PN,92 m²,3 PN,92,"2,58 tỷ",2.58,4,2580,"$113,158",28.04,$1.23,thanh pho ho chi minh,vietnam
"BÁN CĂN HỘ CHUNG CƯ MỸ THUẬN P16 ,District 8",District 8,93 m² - 3 PN,93 m²,3 PN,93,2 tỷ,2,2,2000,"$87,719",21.51,$0.94,thanh pho ho chi minh,vietnam
Căn hộ 3PN tại Daimond Lotus District 8,District 8,93 m² - 3 PN,93 m²,3 PN,93,"4,3 tỷ",4.3,3,4300,"$188,596",46.24,$2.03,thanh pho ho chi minh,vietnam
Căn 95 m2 (3pn 2wc).,District 8,95 m² - 3 PN,95 m²,3 PN,95,"3,05 tỷ",3.5,3,3500,"$153,509",36.84,$1.62,thanh pho ho chi minh,vietnam
Căn hộ Central Premium 97m²3PN căn góc view hồ bơi,District 8,97 m² - 3 PN,97 m²,3 PN,97,"4,428 tỷ",4.428,5,4428,"$194,211",45.65,$2.00,thanh pho ho chi minh,vietnam
BÁN PENTHOUSE CĂN 141 m2 giá 3 tỷ 6 giá tôt,District 8,141 m² - 3 PN,141 m²,3 PN,141,"3,55 tỷ",3.55,4,3550,"$155,702",25.18,$1.10,thanh pho ho chi minh,vietnam
Chung cư Samland Giai Việt 150m² 3PN full NT 4.5tỷ,District 8,150 m² - 3 PN,150 m²,3 PN,150,"4,5 tỷ",4.5,3,4500,"$197,368",30,$1.32,thanh pho ho chi minh,vietnam
"Căn hộ góc CC Giai Việt 150m2 3PN Block B2 4,5 tỷ",District 8,150 m² - 3 PN,150 m²,3 PN,150,"4,5 tỷ",4.5,3,4500,"$197,368",30,$1.32,thanh pho ho chi minh,vietnam
SHOP HOUSE TẠI DIAMOND RIVERSIDE (CITY GATE) 2,District 8,167 m² - 3 PN,167 m²,3 PN,167,"7,5 tỷ",7.5,3,7500,"$328,947",44.91,$1.97,thanh pho ho chi minh,vietnam
"Cơ hội cuối cùng để đầu tư BIỆT THỰ, SHOPHOUSE Q9",District 9,25 m² - 1 PN,25 m²,1 PN,25,"4,6 tỷ",4.6,3,4600,"$201,754",184,$8.07,thanh pho ho chi minh,vietnam
Officetel Vinhomes Grand Pảk. Lỗ vốn,District 9,30 m² - 1 PN,30 m²,1 PN,30,517 triệu,517,4,517,"$22,675",17.23,$0.76,thanh pho ho chi minh,vietnam
Cần bán căn hộ Vinhomes Grand Park 1tỷ250,District 9,30 m² - 1 PN,30 m²,1 PN,30,"1,25 tỷ",1.25,4,1250,"$54,825",41.67,$1.83,thanh pho ho chi minh,vietnam
Chung cư Vinhomes District 9) Studio 30m² Giá tốt,District 9,30 m² - 1 PN,30 m²,1 PN,30,"1,28 tỷ",1.28,4,1280,"$56,140",42.67,$1.87,thanh pho ho chi minh,vietnam
Chung cư District 9 - Thành phố Thủ Đức Giá Tốt,District 9,30 m² - 1 PN,30 m²,1 PN,30,"1,3 tỷ",1.3,3,1300,"$57,018",43.33,$1.90,thanh pho ho chi minh,vietnam
Bán các căn hộ cao cấp Vinhomes District 9 giá tốt,District 9,30 m² - 1 PN,30 m²,1 PN,30,"1,3 tỷ",1.3,3,1300,"$57,018",43.33,$1.90,thanh pho ho chi minh,vietnam
"Bán studio VHGP view hồ bơi, full nội thất,1.37 tỷ",District 9,30 m² - 1 PN,30 m²,1 PN,30,"1,37 tỷ",1.37,4,1370,"$60,088",45.67,$2.00,thanh pho ho chi minh,vietnam
Bán căn stu chênh giá gốc 20 triệu so với giá gốc,District 9,30.1 m² - 1 PN,30.1 m²,1 PN,30,399 triệu,399,4,399,"$17,500",13.26,$0.58,thanh pho ho chi minh,vietnam
400 TRIỆU CÓ MUA ĐƯỢC NHÀ VINHOMES?,District 9,30.1 m² - 1 PN,30.1 m²,1 PN,30,"1,23 tỷ",1.23,4,1230,"$53,947",40.86,$1.79,thanh pho ho chi minh,vietnam
CHÍNH CHỦ NHƯỢNG GẤP STUDIO VINHOMES Q9 DT 31M2,District 9,31 m² - 1 PN,31 m²,1 PN,31,850 triệu,850,4,850,"$37,281",27.42,$1.20,thanh pho ho chi minh,vietnam
Sang gấp căn Studio tt 390tr tại Vinhomes Q9,District 9,31 m² - 1 PN,31 m²,1 PN,31,"1,27 tỷ",1.27,4,1270,"$55,702",40.97,$1.80,thanh pho ho chi minh,vietnam
Bán căn hộ studio Vinhomes District 9,District 9,31 m² - 1 PN,31 m²,1 PN,31,"1,4 tỷ",1.4,3,1400,"$61,404",45.16,$1.98,thanh pho ho chi minh,vietnam
Sang lỗ căn 33.8m2 VHGP TT 474tr nhận nhà ngay,District 9,33 m² - 1 PN,33 m²,1 PN,33,"1,24 tỷ",1.24,4,1240,"$54,386",37.58,$1.65,thanh pho ho chi minh,vietnam
Chung cư District 9 - Thành phố Thủ Đức 40m² 1PN,District 9,40 m² - 1 PN,40 m²,1 PN,40,960 triệu,960,4,960,"$42,105",24,$1.05,thanh pho ho chi minh,vietnam
Căn hộ thương mại EHomeS phú hữu,District 9,40 m² - 1 PN,40 m²,1 PN,40,"1,4 tỷ",1.4,3,1400,"$61,404",35,$1.54,thanh pho ho chi minh,vietnam
CĂN HỘ VƯỜN NHẬT ORIGAMI CĐT VINHOMES VAY100%,District 9,45.6 m² - 1 PN,45.6 m²,1 PN,46,"2,8 tỷ",2.8,3,2800,"$122,807",61.4,$2.69,thanh pho ho chi minh,vietnam
"CHÍNH CHỦ BÁN 2 CĂN HỘ VINHOMES Q9, 1PN. 46m2",District 9,46 m² - 1 PN,46 m²,1 PN,46,"1,545 tỷ",1.545,5,1545,"$67,763",33.59,$1.47,thanh pho ho chi minh,vietnam
😛KHỦNG KHIẾP 60 TỈ CĂN 57M2 HẠNG TRUNG Ở HK,District 9,46 m² - 1 PN,46 m²,1 PN,46,"1,9 tỷ",1.9,3,1900,"$83,333",41.3,$1.81,thanh pho ho chi minh,vietnam
🍎Ai muốn VINHOMES giảm thì chờ đi nhé .,District 9,46 m² - 1 PN,46 m²,1 PN,46,"1,9 tỷ",1.9,3,1900,"$83,333",41.3,$1.81,thanh pho ho chi minh,vietnam
CHÍNH CHỦ Cần Bán căn 1pn+1 VHGP sát giá gốc,District 9,46 m² - 1 PN,46 m²,1 PN,46,"2,1 tỷ",2.1,3,2100,"$92,105",45.65,$2.00,thanh pho ho chi minh,vietnam
Chủ Nhà Sang Lỗ 60TR Căn 1PN+ 46.5m2 VHGP Q.9,District 9,46.5 m² - 1 PN,46.5 m²,1 PN,47,"1,75 tỷ",1.75,4,1750,"$76,754",37.63,$1.65,thanh pho ho chi minh,vietnam
🛑Căn 1PN+ hồ bơi đẹpnhất Vinhomes Q9 DƯỚI GIÁ GỐC,District 9,47 m² - 1 PN,47 m²,1 PN,47,400 triệu,400,4,400,"$17,544",8.51,$0.37,thanh pho ho chi minh,vietnam
Chính chủ sang căn hộ 2PN 47m2 tại Vinhomes District 9,District 9,47 m² - 1 PN,47 m²,1 PN,47,"1,288 tỷ",1.288,5,1288,"$56,491",27.4,$1.20,thanh pho ho chi minh,vietnam
🛑Căn 1PN+ full NT Vinhomes Q9 rẻ hơn giá gốc 300t,District 9,47 m² - 1 PN,47 m²,1 PN,47,"1,59 tỷ",1.59,4,1590,"$69,737",33.83,$1.48,thanh pho ho chi minh,vietnam
bán gấp căn hộ 1pn+ giá 1.7 tỷ,District 9,47 m² - 1 PN,47 m²,1 PN,47,"1,7 tỷ",1.7,3,1700,"$74,561",36.17,$1.59,thanh pho ho chi minh,vietnam
CĂN 1PN+ 47M2 TẠI VINHOMES Q9 RẺ HƠN GIÁ GỐC 100TR,District 9,47 m² - 1 PN,47 m²,1 PN,47,"1,7 tỷ",1.7,3,1700,"$74,561",36.17,$1.59,thanh pho ho chi minh,vietnam
Bán căn 47m2 thanh toán 650tr tại Vinhomes District 9,District 9,47 m² - 1 PN,47 m²,1 PN,47,"1,73 tỷ",1.73,4,1730,"$75,877",36.81,$1.61,thanh pho ho chi minh,vietnam
Bán căn hộ S3053503 1PN+ Vinhome Grand Park,District 9,47 m² - 1 PN,47 m²,1 PN,47,"1,83 tỷ",1.83,4,1830,"$80,263",38.94,$1.71,thanh pho ho chi minh,vietnam
Chung cư Vinhomes Grand Park (Vincity District 9) 47m²,District 9,47 m² - 1 PN,47 m²,1 PN,47,"1,87 tỷ",1.87,4,1870,"$82,018",39.79,$1.75,thanh pho ho chi minh,vietnam
🍀Vinhome đã lập mặt bằng giá mới khi có sổ,District 9,47 m² - 1 PN,47 m²,1 PN,47,"1,93 tỷ",1.93,4,1930,"$84,649",41.06,$1.80,thanh pho ho chi minh,vietnam
"🍎Giá thép tăng phi mã ,hồ bơi 1000m2 VINHOMES",District 9,47 m² - 1 PN,47 m²,1 PN,47,"1,98 tỷ",1.98,4,1980,"$86,842",42.13,$1.85,thanh pho ho chi minh,vietnam
🍅CHỊU KHÓ MUA GIÁ MỚI GẦN BAN QUẢN LÍ VINHOMES S5,District 9,47 m² - 1 PN,47 m²,1 PN,47,"1,99 tỷ",1.99,4,1990,"$87,281",42.34,$1.86,thanh pho ho chi minh,vietnam
Cần bán gấp căn hộ Vinhome Grand Park như hình,District 9,47 m² - 1 PN,47 m²,1 PN,47,2 tỷ,2,2,2000,"$87,719",42.55,$1.87,thanh pho ho chi minh,vietnam
SANG NHƯỢNG CĂN HỘ VINHOMES GRAND PARK GIÁ HẾT HỒN,District 9,47 m² - 1 PN,47 m²,1 PN,47,"2,5 tỷ",2.5,3,2500,"$109,649",53.19,$2.33,thanh pho ho chi minh,vietnam
Chung cư District 9 - Thành phố Thủ Đức 47.5m² 1PN,District 9,47.5 m² - 1 PN,47.5 m²,1 PN,48,"1,86 tỷ",1.86,4,1860,"$81,579",39.16,$1.72,thanh pho ho chi minh,vietnam
SẮP RA MẮT DỰ ÁN TRUNG TÂM TP. THỦ ĐỨC. 1700 CĂN,District 9,48 m² - 1 PN,48 m²,1 PN,48,"2,3 tỷ",2.3,3,2300,"$100,877",47.92,$2.10,thanh pho ho chi minh,vietnam
Căn hộ Chung cư safira Khang điền 50m2 đã ra sổ,District 9,50 m² - 1 PN,50 m²,1 PN,50,"2,15 tỷ",2.15,4,2150,"$94,298",43,$1.89,thanh pho ho chi minh,vietnam
Cần bán căn hộ Safira 1PN+ giá tốt mùa dịch District 9,District 9,50 m² - 1 PN,50 m²,1 PN,50,"2,15 tỷ",2.15,4,2150,"$94,298",43,$1.89,thanh pho ho chi minh,vietnam
Sở hữu căn hộ cao cấp với số vốn ban đầu chỉ 0đ,District 9,50 m² - 1 PN,50 m²,1 PN,50,3 tỷ,3,2,3000,"$131,579",60,$2.63,thanh pho ho chi minh,vietnam
"🍅Mới chưa ở ,coi bóng đá trên thiên đàng VINHOMES",District 9,51 m² - 1 PN,51 m²,1 PN,51,"1,95 tỷ",1.95,4,1950,"$85,526",38.24,$1.68,thanh pho ho chi minh,vietnam
Cần bán gấp chcc Masterise centre point căn 1pn+,District 9,52 m² - 1 PN,52 m²,1 PN,52,"3,1 tỷ",3.1,3,3100,"$135,965",59.62,$2.61,thanh pho ho chi minh,vietnam
Căn hộ Flora Anh Đào 54m2 1PN hướng ĐN view LM 81,District 9,54 m² - 1 PN,54 m²,1 PN,54,"1,71 tỷ",1.71,4,1710,"$75,000",31.67,$1.39,thanh pho ho chi minh,vietnam
Chung cư Ricca District 9 - Thành phố Thủ Đức 56m² 1PN,District 9,56 m² - 1 PN,56 m²,1 PN,56,"1,8 tỷ",1.8,3,1800,"$78,947",32.14,$1.41,thanh pho ho chi minh,vietnam
Chung cư District 9 - Thành phố Thủ Đức 57m² 1PN + 1,District 9,57 m² - 1 PN,57 m²,1 PN,57,"1,89 tỷ",1.89,4,1890,"$82,895",33.16,$1.45,thanh pho ho chi minh,vietnam
Chung cu C6 can ban,District 9,58 m² - 1 PN,58 m²,1 PN,58,"1,6 tỷ",1.6,3,1600,"$70,175",27.59,$1.21,thanh pho ho chi minh,vietnam
600TR sở hữu Căn hộ District 9 Nhận nhà Tháng 6,District 9,58 m² - 1 PN,58 m²,1 PN,58,"1,95 tỷ",1.95,4,1950,"$85,526",33.62,$1.47,thanh pho ho chi minh,vietnam
Chung cư District 9 - Thành phố Thủ Đức 60m² 1 PN (2P),District 9,60 m² - 1 PN,60 m²,1 PN,60,"1,85 tỷ",1.85,4,1850,"$81,140",30.83,$1.35,thanh pho ho chi minh,vietnam
🍓Lo lắng vì giá sắt thép tăng nên đổi gấp,District 9,63 m² - 1 PN,63 m²,1 PN,63,"2,3 tỷ",2.3,3,2300,"$100,877",36.51,$1.60,thanh pho ho chi minh,vietnam
Bán nhanh căn 1pn+ Flora có nội thất như hình,District 9,68 m² - 1 PN,68 m²,1 PN,68,"1,735 tỷ",1.735,5,1735,"$76,096",25.51,$1.12,thanh pho ho chi minh,vietnam
4 SUẤT CHIẾT KHẤU 9% - CĂN HỘ MASTERI CENTRE POINT,District 9,73 m² - 1 PN,73 m²,1 PN,73,"4,29 tỷ",4.29,4,4290,"$188,158",58.77,$2.58,thanh pho ho chi minh,vietnam
NGÂN HÀNG PHÁT MÃI CĂN 2PN 59M2 VINHOME Q9 GIÁ RẺ,District 9,46.5 m² - 2 PN,46.5 m²,2 PN,47,"2,1 tỷ",2.1,3,2100,"$92,105",45.16,$1.98,thanh pho ho chi minh,vietnam
Sang lỗ căn hộ 2PN Vinhomes Grand Park 47m2,District 9,47 m² - 2 PN,47 m²,2 PN,47,"1,271 tỷ",1.271,5,1271,"$55,746",27.04,$1.19,thanh pho ho chi minh,vietnam
Chính chủ cắt lỗ cănhộ 1PN+ VinhomesGrandPark 47m2,District 9,47 m² - 2 PN,47 m²,2 PN,47,"1,293 tỷ",1.293,5,1293,"$56,711",27.51,$1.21,thanh pho ho chi minh,vietnam
Sang lỗ căn hộ VHGP 47m2 2PN1WC nhận nhà ở ngay,District 9,47 m² - 2 PN,47 m²,2 PN,47,"1,699 tỷ",1.699,5,1699,"$74,518",36.15,$1.59,thanh pho ho chi minh,vietnam
Sang lỗ 50tr căn hộ VHGP 2PN 47m2 nhận nhà ở ngay,District 9,47 m² - 2 PN,47 m²,2 PN,47,"1,771 tỷ",1.771,5,1771,"$77,675",37.68,$1.65,thanh pho ho chi minh,vietnam
Cắt Lỗ Căn Hộ 1PN+ View Hồ Bơi Xịn Xò Tại VHGP Q9,District 9,47 m² - 2 PN,47 m²,2 PN,47,"1,78 tỷ",1.78,4,1780,"$78,070",37.87,$1.66,thanh pho ho chi minh,vietnam
Bán gấp căn 2pn1wc 47m2 VHGP TT 600tr ở ngay,District 9,47 m² - 2 PN,47 m²,2 PN,47,"1,79 tỷ",1.79,4,1790,"$78,509",38.09,$1.67,thanh pho ho chi minh,vietnam
Chung cư Sky 9 50m² 2PN,District 9,50 m² - 2 PN,50 m²,2 PN,50,"1,7 tỷ",1.7,3,1700,"$74,561",34,$1.49,thanh pho ho chi minh,vietnam
🍎ĐỪNG GIẢ BỘ KÊU BÁN LỖ VINHOMES NỮA,District 9,50 m² - 2 PN,50 m²,2 PN,50,"1,999999999 tỷ",1.999,5,1999,"$87,675",39.98,$1.75,thanh pho ho chi minh,vietnam
0-700tr sở hữu Căn Hộ Masteri Centre Point Q9,District 9,50 m² - 2 PN,50 m²,2 PN,50,"3,2 tỷ",3.2,3,3200,"$140,351",64,$2.81,thanh pho ho chi minh,vietnam
Chung cư 2PN - 51.3M2 - Bcons plaza,District 9,51.32 m² - 2 PN,51.32 m²,2 PN,51,"1,73 tỷ",1.73,4,1730,"$75,877",33.71,$1.48,thanh pho ho chi minh,vietnam
Dự án Masteri Central Ponit Q.9 Vinhomes GrandPark,District 9,52 m² - 2 PN,52 m²,2 PN,52,"3,3 tỷ",3.3,3,3300,"$144,737",63.46,$2.78,thanh pho ho chi minh,vietnam
Cần tiền bán gấp. Nhà full nội thất.,District 9,54 m² - 2 PN,54 m²,2 PN,54,"1,3 tỷ",1.3,3,1300,"$57,018",24.07,$1.06,thanh pho ho chi minh,vietnam
Căn hộ Flora Kikyo 2PN view đông thoáng mát,District 9,54 m² - 2 PN,54 m²,2 PN,54,"1,92 tỷ",1.92,4,1920,"$84,211",35.56,$1.56,thanh pho ho chi minh,vietnam
Chung cư Flora Anh Đào 55m² 2PN đã có sổ hồng,District 9,55 m² - 2 PN,55 m²,2 PN,55,"1,775 tỷ",1.775,5,1775,"$77,851",32.27,$1.42,thanh pho ho chi minh,vietnam
Chính chủ bán gấp CC Flora Fuji District 9 - 55m² 2PN,District 9,55 m² - 2 PN,55 m²,2 PN,55,"1,85 tỷ",1.85,4,1850,"$81,140",33.64,$1.48,thanh pho ho chi minh,vietnam
